Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price, CPI ,Unemployment,Year
7,28-10-2011,527340,0,28.82,3.55,195,8.513,2011
7,04-11-2011,564536,0,23.41,3.527,195,8.513,2011
7,11-11-2011,556016,0,19.53,3.505,196,8.513,2011
7,18-11-2011,539827,0,29.53,3.479,196,8.513,2011
7,25-11-2011,949076,1,27.6,3.424,196,8.513,2011
7,02-12-2011,591908,0,20.38,3.378,196,8.513,2011
7,09-12-2011,653845,0,11.17,3.331,196,8.513,2011
7,16-12-2011,720242,0,15.2,3.266,196,8.513,2011
7,23-12-2011,1059715,0,12.19,3.173,196,8.513,2011
7,30-12-2011,815916,1,15.56,3.119,196,8.513,2011
7,06-01-2012,713118,0,18.67,3.095,197,8.256,2012
7,13-01-2012,593875,0,7.46,3.077,197,8.256,2012
7,20-01-2012,578003,0,27.41,3.055,197,8.256,2012
7,27-01-2012,541038,0,26.9,3.038,197,8.256,2012
7,03-02-2012,580453,0,22.2,3.031,197,8.256,2012
7,10-02-2012,563461,1,18.79,3.103,197,8.256,2012
7,17-02-2012,620908,0,27.03,3.113,197,8.256,2012
7,24-02-2012,603041,0,24.41,3.129,197,8.256,2012
7,02-03-2012,551058,0,21.64,3.191,197,8.256,2012
7,09-03-2012,579167,0,30.1,3.286,197,8.256,2012
7,16-03-2012,669206,0,37.29,3.486,197,8.256,2012
7,23-03-2012,615997,0,35.06,3.664,197,8.256,2012
7,30-03-2012,583322,0,44.99,3.75,197,8.256,2012
7,06-04-2012,621426,0,44.29,3.854,198,8.09,2012
7,13-04-2012,517420,0,41.43,3.901,198,8.09,2012
7,20-04-2012,457340,0,39.3,3.936,198,8.09,2012
7,27-04-2012,467828,0,51.49,3.927,198,8.09,2012
7,04-05-2012,465199,0,45.38,3.903,198,8.09,2012
7,11-05-2012,460397,0,48.54,3.87,198,8.09,2012
7,18-05-2012,468428,0,49.41,3.837,198,8.09,2012
7,25-05-2012,532740,0,50.6,3.804,198,8.09,2012
7,01-06-2012,598495,0,55.06,3.764,198,8.09,2012
7,08-06-2012,642964,0,63.07,3.741,198,8.09,2012
7,15-06-2012,666942,0,59.33,3.723,198,8.09,2012
7,22-06-2012,687345,0,63.69,3.735,198,8.09,2012
7,29-06-2012,704335,0,68.84,3.693,198,8.09,2012
7,06-07-2012,805643,0,64.67,3.646,198,7.872,2012
7,13-07-2012,694151,0,64.21,3.613,198,7.872,2012
7,20-07-2012,686346,0,62.87,3.585,198,7.872,2012
7,27-07-2012,686365,0,64.6,3.57,198,7.872,2012
7,03-08-2012,680955,0,61.83,3.528,198,7.872,2012
7,10-08-2012,675926,0,63.41,3.509,198,7.872,2012
7,17-08-2012,642450,0,59.66,3.545,198,7.872,2012
7,24-08-2012,609099,0,59.27,3.558,198,7.872,2012
7,31-08-2012,586467,0,60.46,3.556,198,7.872,2012
7,07-09-2012,597877,1,57.84,3.596,198,7.872,2012
7,14-09-2012,541120,0,53.66,3.659,198,7.872,2012
7,21-09-2012,530842,0,51.77,3.765,198,7.872,2012
7,28-09-2012,525546,0,50.64,3.789,199,7.872,2012
7,05-10-2012,505831,0,48.43,3.779,199,7.557,2012
7,12-10-2012,503464,0,41.43,3.76,199,7.557,2012
7,19-10-2012,516425,0,43.01,3.75,199,7.557,2012
7,26-10-2012,495543,0,42.53,3.686,199,7.557,2012
8,05-02-2010,1004137,0,34.14,2.572,214,6.299,2010
8,12-02-2010,994801,1,33.34,2.548,215,6.299,2010
8,19-02-2010,963960,0,39.1,2.514,215,6.299,2010
8,26-02-2010,847592,0,37.91,2.561,215,6.299,2010
8,05-03-2010,881504,0,45.64,2.625,215,6.299,2010
8,12-03-2010,860336,0,49.76,2.667,215,6.299,2010
8,19-03-2010,839911,0,47.26,2.72,215,6.299,2010
8,26-03-2010,772539,0,46.51,2.732,214,6.299,2010
8,02-04-2010,914501,0,60.18,2.719,214,6.29,2010
8,09-04-2010,916034,0,59.25,2.77,214,6.29,2010
8,16-04-2010,882917,0,62.66,2.808,214,6.29,2010
8,23-04-2010,850440,0,56.1,2.795,214,6.29,2010
8,30-04-2010,778673,0,61.01,2.78,214,6.29,2010
8,07-05-2010,916821,0,62.68,2.835,214,6.29,2010
8,14-05-2010,873338,0,61.35,2.854,214,6.29,2010
8,21-05-2010,818333,0,66.03,2.826,214,6.29,2010
8,28-05-2010,868042,0,74.71,2.759,214,6.29,2010
8,04-06-2010,958225,0,75.71,2.705,215,6.29,2010
8,11-06-2010,914836,0,82.21,2.668,215,6.29,2010
8,18-06-2010,869923,0,78.79,2.637,215,6.29,2010
8,25-06-2010,814919,0,81.78,2.653,215,6.29,2010
8,02-07-2010,852334,0,74.78,2.669,215,6.315,2010
8,09-07-2010,845290,0,72.49,2.642,214,6.315,2010
8,16-07-2010,848631,0,77.49,2.623,214,6.315,2010
8,23-07-2010,785516,0,78.29,2.608,215,6.315,2010
8,30-07-2010,787295,0,76.02,2.64,215,6.315,2010
8,06-08-2010,893400,0,80.37,2.627,215,6.315,2010
8,13-08-2010,867919,0,80.11,2.692,215,6.315,2010
8,20-08-2010,870676,0,79.36,2.664,215,6.315,2010
8,27-08-2010,888817,0,74.92,2.619,215,6.315,2010
8,03-09-2010,899036,0,76.14,2.577,215,6.315,2010
8,10-09-2010,831425,1,74.34,2.565,215,6.315,2010
8,17-09-2010,836708,0,75.32,2.582,215,6.315,2010
8,24-09-2010,773725,0,72.21,2.624,215,6.315,2010
8,01-10-2010,804105,0,68.7,2.603,215,6.433,2010
8,08-10-2010,870350,0,62.94,2.633,215,6.433,2010
8,15-10-2010,826547,0,62.59,2.72,215,6.433,2010
8,22-10-2010,836419,0,62.86,2.725,215,6.433,2010
8,29-10-2010,830757,0,57.93,2.716,215,6.433,2010
8,05-11-2010,927266,0,55.76,2.689,215,6.433,2010
8,12-11-2010,911539,0,54.89,2.728,215,6.433,2010
8,19-11-2010,885608,0,43.86,2.771,215,6.433,2010
8,26-11-2010,1261693,1,51.07,2.735,215,6.433,2010
8,03-12-2010,952767,0,42.85,2.708,215,6.433,2010
8,10-12-2010,1069062,0,42.47,2.843,215,6.433,2010
8,17-12-2010,1220580,0,45.03,2.869,215,6.433,2010
8,24-12-2010,1511641,0,45.67,2.886,215,6.433,2010
8,31-12-2010,773586,1,41.47,2.943,215,6.433,2010
8,07-01-2011,873065,0,35.77,2.976,215,6.262,2011
8,14-01-2011,809647,0,31.62,2.983,215,6.262,2011
8,21-01-2011,822668,0,42.06,3.016,215,6.262,2011
8,28-01-2011,782257,0,39.26,3.01,216,6.262,2011
8,04-02-2011,944595,0,24.48,2.989,216,6.262,2011
8,11-02-2011,996147,1,28.26,3.022,216,6.262,2011
8,18-02-2011,1065109,0,50.64,3.045,217,6.262,2011
8,25-02-2011,917317,0,51.29,3.065,217,6.262,2011
8,04-03-2011,935266,0,53.18,3.288,217,6.262,2011
8,11-03-2011,900387,0,49.14,3.459,218,6.262,2011
8,18-03-2011,898289,0,56.68,3.488,218,6.262,2011
8,25-03-2011,827968,0,59.74,3.473,218,6.262,2011
8,01-04-2011,878762,0,49.86,3.524,218,6.297,2011
8,08-04-2011,949826,0,65.62,3.622,219,6.297,2011
8,15-04-2011,908279,0,63.55,3.743,219,6.297,2011
8,22-04-2011,937473,0,65.11,3.807,219,6.297,2011
8,29-04-2011,855015,0,62.29,3.81,219,6.297,2011
8,06-05-2011,941457,0,58.92,3.906,219,6.297,2011
8,13-05-2011,895763,0,72.96,3.899,219,6.297,2011
8,20-05-2011,836050,0,65.54,3.907,219,6.297,2011
8,27-05-2011,857939,0,73.14,3.786,219,6.297,2011
8,03-06-2011,929222,0,82.05,3.699,219,6.297,2011
8,10-06-2011,897309,0,82.21,3.648,218,6.297,2011
8,17-06-2011,922048,0,84.73,3.637,218,6.297,2011
8,24-06-2011,864881,0,83.94,3.594,218,6.297,2011
8,01-07-2011,883683,0,87.26,3.524,219,6.425,2011
8,08-07-2011,861965,0,83.57,3.48,219,6.425,2011
8,15-07-2011,849925,0,84.26,3.575,219,6.425,2011
8,22-07-2011,829902,0,85.46,3.651,219,6.425,2011
8,29-07-2011,807082,0,86.46,3.682,219,6.425,2011
8,05-08-2011,892394,0,85.15,3.684,219,6.425,2011
8,12-08-2011,856796,0,86.05,3.638,219,6.425,2011
8,19-08-2011,895067,0,82.92,3.554,219,6.425,2011
8,26-08-2011,912543,0,84.69,3.523,219,6.425,2011
8,02-09-2011,891387,0,84.77,3.533,219,6.425,2011
8,09-09-2011,848358,1,69.01,3.546,219,6.425,2011
8,16-09-2011,870972,0,69.09,3.526,219,6.425,2011
8,23-09-2011,806444,0,68.72,3.467,220,6.425,2011
8,30-09-2011,809049,0,72.2,3.355,220,6.425,2011
8,07-10-2011,929977,0,67.61,3.285,220,6.123,2011
8,14-10-2011,863188,0,61.74,3.274,221,6.123,2011
8,21-10-2011,905984,0,59.97,3.353,221,6.123,2011
8,28-10-2011,876712,0,56.86,3.372,221,6.123,2011
8,04-11-2011,947815,0,49.68,3.332,221,6.123,2011
8,11-11-2011,917088,0,50.56,3.297,221,6.123,2011
8,18-11-2011,897032,0,51.72,3.308,222,6.123,2011
8,25-11-2011,1235164,1,49.61,3.236,222,6.123,2011
8,02-12-2011,986601,0,40.82,3.172,222,6.123,2011
8,09-12-2011,1051923,0,30.51,3.158,222,6.123,2011
8,16-12-2011,1118164,0,39.79,3.159,223,6.123,2011
8,23-12-2011,1462254,0,38.16,3.112,223,6.123,2011
8,30-12-2011,858572,1,36.33,3.129,223,6.123,2011
8,06-01-2012,872113,0,43.47,3.157,223,5.825,2012
8,13-01-2012,817662,0,36.46,3.261,223,5.825,2012
8,20-01-2012,813955,0,46.81,3.268,224,5.825,2012
8,27-01-2012,778179,0,45.52,3.29,224,5.825,2012
8,03-02-2012,927611,0,45.56,3.36,224,5.825,2012
8,10-02-2012,1021400,1,35.71,3.409,224,5.825,2012
8,17-02-2012,1096233,0,37.51,3.51,224,5.825,2012
8,24-02-2012,928538,0,46.33,3.555,224,5.825,2012
8,02-03-2012,952265,0,50.95,3.63,224,5.825,2012
8,09-03-2012,960116,0,49.59,3.669,225,5.825,2012
8,16-03-2012,921178,0,56.63,3.734,225,5.825,2012
8,23-03-2012,874223,0,52.9,3.787,225,5.825,2012
8,30-03-2012,905935,0,66.69,3.845,225,5.825,2012
8,06-04-2012,1046817,0,62.18,3.891,225,5.679,2012
8,13-04-2012,909989,0,65.19,3.891,225,5.679,2012
8,20-04-2012,872288,0,63.59,3.877,225,5.679,2012
8,27-04-2012,879448,0,70.34,3.814,225,5.679,2012
8,04-05-2012,937232,0,73.96,3.749,225,5.679,2012
8,11-05-2012,920129,0,64.96,3.688,225,5.679,2012
8,18-05-2012,913922,0,64.16,3.63,225,5.679,2012
8,25-05-2012,895157,0,76.11,3.561,225,5.679,2012
8,01-06-2012,921161,0,78.31,3.501,225,5.679,2012
8,08-06-2012,928820,0,74.28,3.452,225,5.679,2012
8,15-06-2012,916919,0,77.14,3.393,225,5.679,2012
8,22-06-2012,899450,0,78.85,3.346,225,5.679,2012
8,29-06-2012,878298,0,84.47,3.286,225,5.679,2012
8,06-07-2012,936206,0,81.24,3.227,225,5.401,2012
8,13-07-2012,890488,0,78.46,3.256,225,5.401,2012
8,20-07-2012,888834,0,79.94,3.311,225,5.401,2012
8,27-07-2012,838228,0,81.71,3.407,226,5.401,2012
8,03-08-2012,897077,0,85.06,3.417,226,5.401,2012
8,10-08-2012,930746,0,83.74,3.494,226,5.401,2012
8,17-08-2012,896613,0,81.21,3.571,226,5.401,2012
8,24-08-2012,936374,0,73.77,3.62,226,5.401,2012
8,31-08-2012,976138,0,75.33,3.638,226,5.401,2012
8,07-09-2012,932160,1,80.87,3.73,226,5.401,2012
8,14-09-2012,883569,0,67.21,3.717,226,5.401,2012
8,21-09-2012,857796,0,66.96,3.721,226,5.401,2012
8,28-09-2012,884724,0,71.1,3.666,227,5.401,2012
8,05-10-2012,976436,0,61.41,3.617,227,5.124,2012
8,12-10-2012,927512,0,55.03,3.601,227,5.124,2012
8,19-10-2012,900310,0,62.99,3.594,227,5.124,2012
8,26-10-2012,891671,0,64.74,3.506,227,5.124,2012
9,05-02-2010,549506,0,38.01,2.572,215,6.415,2010
9,12-02-2010,552677,1,37.08,2.548,215,6.415,2010
9,19-02-2010,511328,0,43.06,2.514,215,6.415,2010
9,26-02-2010,473773,0,43.83,2.561,215,6.415,2010
9,05-03-2010,507298,0,48.43,2.625,215,6.415,2010
9,12-03-2010,494146,0,55.76,2.667,215,6.415,2010
9,19-03-2010,485745,0,53.15,2.72,215,6.415,2010
9,26-03-2010,484947,0,51.8,2.732,215,6.415,2010
9,02-04-2010,545206,0,65.21,2.719,214,6.384,2010
9,09-04-2010,529384,0,64.95,2.77,214,6.384,2010
9,16-04-2010,485764,0,66.09,2.808,214,6.384,2010
9,23-04-2010,488684,0,61.26,2.795,214,6.384,2010
9,30-04-2010,491723,0,66.07,2.78,214,6.384,2010
9,07-05-2010,526129,0,68.58,2.835,214,6.384,2010
9,14-05-2010,492793,0,70.53,2.854,214,6.384,2010
9,21-05-2010,506275,0,71.5,2.826,214,6.384,2010
9,28-05-2010,558144,0,77.12,2.759,214,6.384,2010
9,04-06-2010,586061,0,79.65,2.705,215,6.384,2010
9,11-06-2010,522716,0,83.75,2.668,215,6.384,2010
9,18-06-2010,513074,0,82.99,2.637,215,6.384,2010
9,25-06-2010,509263,0,85.02,2.653,215,6.384,2010
9,02-07-2010,528833,0,78.55,2.669,215,6.442,2010
9,09-07-2010,485389,0,78.51,2.642,215,6.442,2010
9,16-07-2010,474031,0,82.93,2.623,215,6.442,2010
9,23-07-2010,462677,0,84.49,2.608,215,6.442,2010
9,30-07-2010,468675,0,79.83,2.64,215,6.442,2010
9,06-08-2010,522815,0,87.09,2.627,215,6.442,2010
9,13-08-2010,481898,0,86.85,2.692,215,6.442,2010
9,20-08-2010,499325,0,86.3,2.664,215,6.442,2010
9,27-08-2010,506790,0,84.01,2.619,215,6.442,2010
9,03-09-2010,511049,0,82.47,2.577,215,6.442,2010
9,10-09-2010,484835,1,77.7,2.565,215,6.442,2010
9,17-09-2010,463449,0,81.19,2.582,215,6.442,2010
9,24-09-2010,452905,0,77.15,2.624,215,6.442,2010
9,01-10-2010,495692,0,69.08,2.603,215,6.56,2010
9,08-10-2010,505069,0,65.35,2.633,215,6.56,2010
9,15-10-2010,454770,0,67.36,2.72,215,6.56,2010
9,22-10-2010,466323,0,69.99,2.725,215,6.56,2010
9,29-10-2010,508802,0,64.43,2.716,215,6.56,2010
9,05-11-2010,517870,0,58.69,2.689,216,6.56,2010
9,12-11-2010,520847,0,61.59,2.728,216,6.56,2010
9,19-11-2010,519823,0,49.96,2.771,215,6.56,2010
9,26-11-2010,768071,1,60.18,2.735,215,6.56,2010
9,03-12-2010,578165,0,49.89,2.708,215,6.56,2010
9,10-12-2010,618122,0,46.1,2.843,215,6.56,2010
9,17-12-2010,685243,0,49.7,2.869,215,6.56,2010
9,24-12-2010,873348,0,50.93,2.886,215,6.56,2010
9,31-12-2010,459771,1,45.92,2.943,215,6.56,2010
9,07-01-2011,490982,0,41.82,2.976,215,6.416,2011
9,14-01-2011,458087,0,36.43,2.983,215,6.416,2011
9,21-01-2011,454022,0,44.72,3.016,215,6.416,2011
9,28-01-2011,463561,0,43.9,3.01,216,6.416,2011
9,04-02-2011,544612,0,31.82,2.989,216,6.416,2011
9,11-02-2011,555279,1,34.13,3.022,216,6.416,2011
9,18-02-2011,610986,0,58.5,3.045,217,6.416,2011
9,25-02-2011,513107,0,59.01,3.065,217,6.416,2011
9,04-03-2011,542016,0,60.67,3.288,217,6.416,2011
9,11-03-2011,517784,0,54.75,3.459,218,6.416,2011
9,18-03-2011,515226,0,63.82,3.488,218,6.416,2011
9,25-03-2011,497488,0,68.79,3.473,218,6.416,2011
9,01-04-2011,520962,0,56.12,3.524,218,6.38,2011
9,08-04-2011,561626,0,71.4,3.622,219,6.38,2011
9,15-04-2011,528420,0,71.9,3.743,219,6.38,2011
9,22-04-2011,549502,0,72.35,3.807,219,6.38,2011
9,29-04-2011,532226,0,70.85,3.81,219,6.38,2011
9,06-05-2011,545251,0,62.2,3.906,219,6.38,2011
9,13-05-2011,539126,0,77.66,3.899,220,6.38,2011
9,20-05-2011,518267,0,70.49,3.907,219,6.38,2011
9,27-05-2011,553834,0,80.42,3.786,219,6.38,2011
9,03-06-2011,587004,0,85.8,3.699,219,6.38,2011
9,10-06-2011,550076,0,85.81,3.648,219,6.38,2011
9,17-06-2011,558671,0,89.15,3.637,219,6.38,2011
9,24-06-2011,538746,0,86.74,3.594,219,6.38,2011
9,01-07-2011,537064,0,89.14,3.524,219,6.404,2011
9,08-07-2011,535983,0,89.04,3.48,219,6.404,2011
9,15-07-2011,512834,0,90.45,3.575,219,6.404,2011
9,22-07-2011,491450,0,89.08,3.651,219,6.404,2011
9,29-07-2011,471450,0,91.1,3.682,219,6.404,2011
9,05-08-2011,554880,0,91.52,3.684,219,6.404,2011
9,12-08-2011,520285,0,91.63,3.638,219,6.404,2011
9,19-08-2011,540819,0,85.8,3.554,219,6.404,2011
9,26-08-2011,542664,0,88.95,3.523,219,6.404,2011
9,02-09-2011,544643,0,89.33,3.533,219,6.404,2011
9,09-09-2011,528785,1,75.65,3.546,219,6.404,2011
9,16-09-2011,500274,0,77.95,3.526,220,6.404,2011
9,23-09-2011,506744,0,74.42,3.467,220,6.404,2011
9,30-09-2011,508567,0,78.45,3.355,220,6.404,2011
9,07-10-2011,553837,0,72.62,3.285,221,6.054,2011
9,14-10-2011,529516,0,67.27,3.274,221,6.054,2011
9,21-10-2011,557075,0,65.46,3.353,221,6.054,2011
9,28-10-2011,548527,0,63.96,3.372,221,6.054,2011
9,04-11-2011,597855,0,54.46,3.332,221,6.054,2011
9,11-11-2011,594574,0,58.28,3.297,222,6.054,2011
9,18-11-2011,542414,0,58.8,3.308,222,6.054,2011
9,25-11-2011,814754,1,54.32,3.236,222,6.054,2011
9,02-12-2011,613115,0,46.84,3.172,222,6.054,2011
9,09-12-2011,630327,0,37.65,3.158,223,6.054,2011
9,16-12-2011,705558,0,47.31,3.159,223,6.054,2011
9,23-12-2011,905325,0,44.43,3.112,223,6.054,2011
9,30-12-2011,549788,1,43.41,3.129,223,6.054,2011
9,06-01-2012,519586,0,47.54,3.157,223,5.667,2012
9,13-01-2012,474965,0,42.44,3.261,224,5.667,2012
9,20-01-2012,480130,0,51.56,3.268,224,5.667,2012
9,27-01-2012,482451,0,49.38,3.29,224,5.667,2012
9,03-02-2012,549968,0,54.43,3.36,224,5.667,2012
9,10-02-2012,609736,1,44.03,3.409,224,5.667,2012
9,17-02-2012,658965,0,43.81,3.51,224,5.667,2012
9,24-02-2012,563579,0,53.67,3.555,224,5.667,2012
9,02-03-2012,619498,0,57.2,3.63,225,5.667,2012
9,09-03-2012,574956,0,54.03,3.669,225,5.667,2012
9,16-03-2012,550374,0,59.94,3.734,225,5.667,2012
9,23-03-2012,550791,0,58.79,3.787,225,5.667,2012
9,30-03-2012,574985,0,67.87,3.845,225,5.667,2012
9,06-04-2012,677886,0,68.83,3.891,225,5.539,2012
9,13-04-2012,578540,0,69.19,3.891,225,5.539,2012
9,20-04-2012,542819,0,68.04,3.877,225,5.539,2012
9,27-04-2012,550415,0,73.07,3.814,225,5.539,2012
9,04-05-2012,586289,0,78.98,3.749,225,5.539,2012
9,11-05-2012,592572,0,70.94,3.688,225,5.539,2012
9,18-05-2012,571464,0,69.52,3.63,225,5.539,2012
9,25-05-2012,547226,0,79.69,3.561,225,5.539,2012
9,01-06-2012,583649,0,80.26,3.501,225,5.539,2012
9,08-06-2012,582525,0,78.91,3.452,225,5.539,2012
9,15-06-2012,564606,0,82.21,3.393,226,5.539,2012
9,22-06-2012,562173,0,81.05,3.346,226,5.539,2012
9,29-06-2012,544771,0,87.18,3.286,226,5.539,2012
9,06-07-2012,578790,0,84.15,3.227,226,5.277,2012
9,13-07-2012,536538,0,82.39,3.256,226,5.277,2012
9,20-07-2012,513992,0,83.39,3.311,226,5.277,2012
9,27-07-2012,495951,0,86.41,3.407,226,5.277,2012
9,03-08-2012,533888,0,90.23,3.417,226,5.277,2012
9,10-08-2012,538713,0,88.66,3.494,226,5.277,2012
9,17-08-2012,535153,0,86.37,3.571,226,5.277,2012
9,24-08-2012,572888,0,77.9,3.62,226,5.277,2012
9,31-08-2012,576879,0,80.71,3.638,226,5.277,2012
9,07-09-2012,565812,1,87.93,3.73,226,5.277,2012
9,14-09-2012,523427,0,73.55,3.717,226,5.277,2012
9,21-09-2012,533757,0,69.92,3.721,227,5.277,2012
9,28-09-2012,516361,0,76.8,3.666,227,5.277,2012
9,05-10-2012,606755,0,66.61,3.617,227,4.954,2012
9,12-10-2012,558465,0,60.09,3.601,227,4.954,2012
9,19-10-2012,542009,0,68.01,3.594,227,4.954,2012
9,26-10-2012,549731,0,69.52,3.506,227,4.954,2012
10,05-02-2010,2193049,0,54.34,2.962,126,9.765,2010
10,12-02-2010,2176029,1,49.96,2.828,126,9.765,2010
10,19-02-2010,2113433,0,58.22,2.915,127,9.765,2010
10,26-02-2010,2006775,0,52.77,2.825,127,9.765,2010
10,05-03-2010,1987090,0,55.92,2.877,127,9.765,2010
10,12-03-2010,1941346,0,52.33,3.034,127,9.765,2010
10,19-03-2010,1946875,0,61.46,3.054,127,9.765,2010
10,26-03-2010,1893532,0,60.05,2.98,127,9.765,2010
10,02-04-2010,2138652,0,63.66,3.086,127,9.524,2010
10,09-04-2010,2041069,0,65.29,3.004,127,9.524,2010
10,16-04-2010,1826241,0,69.74,3.109,127,9.524,2010
10,23-04-2010,1829522,0,66.42,3.05,126,9.524,2010
10,30-04-2010,1790695,0,69.76,3.105,126,9.524,2010
10,07-05-2010,1921432,0,71.06,3.127,126,9.524,2010
10,14-05-2010,1808056,0,73.88,3.145,126,9.524,2010
10,21-05-2010,1847614,0,78.32,3.12,126,9.524,2010
10,28-05-2010,1904618,0,76.67,3.058,126,9.524,2010
10,04-06-2010,1931406,0,82.82,2.941,126,9.524,2010
10,11-06-2010,1827522,0,89.67,3.057,126,9.524,2010
10,18-06-2010,1837636,0,83.49,2.935,126,9.524,2010
10,25-06-2010,1768172,0,90.32,3.084,126,9.524,2010
10,02-07-2010,1845894,0,92.89,2.978,126,9.199,2010
10,09-07-2010,1769793,0,91.03,3.1,126,9.199,2010
10,16-07-2010,1828052,0,91.8,2.971,126,9.199,2010
10,23-07-2010,1831676,0,88.44,3.112,126,9.199,2010
10,30-07-2010,1832664,0,85.03,3.017,126,9.199,2010
10,06-08-2010,1949236,0,86.13,3.123,126,9.199,2010
10,13-08-2010,1962997,0,88.37,3.049,126,9.199,2010
10,20-08-2010,1983191,0,89.88,3.041,126,9.199,2010
10,27-08-2010,1727565,0,84.99,3.022,126,9.199,2010
10,03-09-2010,1766331,0,83.8,3.087,126,9.199,2010
10,10-09-2010,1720530,1,84.04,2.961,126,9.199,2010
10,17-09-2010,1716756,0,85.52,3.028,126,9.199,2010
10,24-09-2010,1655037,0,85.75,2.939,126,9.199,2010
10,01-10-2010,1645893,0,86.01,3.001,126,9.003,2010
10,08-10-2010,1772192,0,77.04,2.924,126,9.003,2010
10,15-10-2010,1703850,0,75.48,3.08,126,9.003,2010
10,22-10-2010,1740234,0,68.12,3.014,126,9.003,2010
10,29-10-2010,1741309,0,68.76,3.13,126,9.003,2010
10,05-11-2010,1832212,0,71.04,3.009,126,9.003,2010
10,12-11-2010,1895902,0,61.24,3.13,127,9.003,2010
10,19-11-2010,1949177,0,58.83,3.047,127,9.003,2010
10,26-11-2010,2939946,1,55.33,3.162,127,9.003,2010
10,03-12-2010,2251207,0,51.17,3.041,127,9.003,2010
10,10-12-2010,2411790,0,60.51,3.091,127,9.003,2010
10,17-12-2010,2811647,0,59.15,3.125,127,9.003,2010
10,24-12-2010,3749058,0,57.06,3.236,127,9.003,2010
10,31-12-2010,1707298,1,49.67,3.148,127,9.003,2010
10,07-01-2011,1714310,0,43.43,3.287,127,8.744,2011
10,14-01-2011,1710804,0,49.98,3.312,127,8.744,2011
10,21-01-2011,1677556,0,56.75,3.336,127,8.744,2011
10,28-01-2011,1715769,0,53.03,3.231,128,8.744,2011
10,04-02-2011,1968046,0,44.88,3.348,128,8.744,2011
10,11-02-2011,2115408,1,51.51,3.381,128,8.744,2011
10,18-02-2011,2106935,0,61.77,3.43,128,8.744,2011
10,25-02-2011,1967997,0,53.59,3.398,128,8.744,2011
10,04-03-2011,1958003,0,56.96,3.674,128,8.744,2011
10,11-03-2011,1933469,0,64.22,3.63,128,8.744,2011
10,18-03-2011,1884734,0,70.12,3.892,129,8.744,2011
10,25-03-2011,1815799,0,62.53,3.716,129,8.744,2011
10,01-04-2011,1827733,0,67.64,3.772,129,8.494,2011
10,08-04-2011,1870721,0,73.03,3.818,129,8.494,2011
10,15-04-2011,1781767,0,61.05,4.089,129,8.494,2011
10,22-04-2011,2004831,0,75.93,3.917,129,8.494,2011
10,29-04-2011,1873646,0,73.38,4.151,129,8.494,2011
10,06-05-2011,1841370,0,73.56,4.193,129,8.494,2011
10,13-05-2011,1712995,0,74.04,4.202,129,8.494,2011
10,20-05-2011,1720908,0,72.62,3.99,129,8.494,2011
10,27-05-2011,1743000,0,78.62,3.933,129,8.494,2011
10,03-06-2011,1792211,0,81.87,3.893,129,8.494,2011
10,10-06-2011,1740063,0,84.57,3.981,129,8.494,2011
10,17-06-2011,1817935,0,87.96,3.935,129,8.494,2011
10,24-06-2011,1711813,0,90.69,3.807,129,8.494,2011
10,01-07-2011,1751370,0,95.36,3.842,129,8.257,2011
10,08-07-2011,1699708,0,88.57,3.793,129,8.257,2011
10,15-07-2011,1775068,0,86.01,3.779,129,8.257,2011
10,22-07-2011,1774343,0,88.59,3.697,129,8.257,2011
10,29-07-2011,1745841,0,86.75,3.694,129,8.257,2011
10,05-08-2011,1886300,0,89.8,3.803,129,8.257,2011
10,12-08-2011,1917398,0,85.61,3.794,129,8.257,2011
10,19-08-2011,1954850,0,87.4,3.743,129,8.257,2011
10,26-08-2011,1728399,0,91.59,3.663,129,8.257,2011
10,02-09-2011,1758587,0,91.61,3.798,129,8.257,2011
10,09-09-2011,1670580,1,89.06,3.771,129,8.257,2011
10,16-09-2011,1650894,0,77.49,3.784,129,8.257,2011
10,23-09-2011,1685911,0,82.51,3.789,130,8.257,2011
10,30-09-2011,1627707,0,82.27,3.877,130,8.257,2011
10,07-10-2011,1788228,0,75.01,3.827,130,7.874,2011
10,14-10-2011,1704753,0,70.27,3.698,130,7.874,2011
10,21-10-2011,1745929,0,77.91,3.842,130,7.874,2011
10,28-10-2011,1771793,0,72.79,3.843,130,7.874,2011
10,04-11-2011,1904439,0,68.57,3.828,130,7.874,2011
10,11-11-2011,2076571,0,55.28,3.677,130,7.874,2011
10,18-11-2011,1869088,0,58.97,3.669,130,7.874,2011
10,25-11-2011,2950199,1,60.68,3.76,130,7.874,2011
10,02-12-2011,2068097,0,57.29,3.701,130,7.874,2011
10,09-12-2011,2429311,0,42.58,3.644,130,7.874,2011
10,16-12-2011,2555031,0,50.53,3.489,130,7.874,2011
10,23-12-2011,3487987,0,48.36,3.541,130,7.874,2011
10,30-12-2011,1930690,1,48.92,3.428,130,7.874,2011
10,06-01-2012,1683402,0,59.85,3.443,130,7.545,2012
10,13-01-2012,1711563,0,51,3.477,130,7.545,2012
10,20-01-2012,1675563,0,54.51,3.66,130,7.545,2012
10,27-01-2012,1632406,0,53.59,3.675,130,7.545,2012
10,03-02-2012,1867403,0,56.85,3.543,130,7.545,2012
10,10-02-2012,2218596,1,55.73,3.722,130,7.545,2012
10,17-02-2012,2168710,0,54.12,3.781,130,7.545,2012
