Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price, CPI ,Unemployment
10,7/22/2011,"17,74,343",0,88.59,3.697,129,8.257
10,7/29/2011,"17,45,841",0,86.75,3.694,129,8.257
10,08-05-2011,"18,86,300",0,89.8,3.803,129,8.257
10,08-12-2011,"19,17,398",0,85.61,3.794,129,8.257
10,8/19/2011,"19,54,850",0,87.4,3.743,129,8.257
10,8/26/2011,"17,28,399",0,91.59,3.663,129,8.257
10,09-02-2011,"17,58,587",0,91.61,3.798,129,8.257
10,09-09-2011,"16,70,580",1,89.06,3.771,129,8.257
10,9/16/2011,"16,50,894",0,77.49,3.784,129,8.257
10,9/23/2011,"16,85,911",0,82.51,3.789,130,8.257
10,9/30/2011,"16,27,707",0,82.27,3.877,130,8.257
10,10-07-2011,"17,88,228",0,75.01,3.827,130,7.874
10,10/14/2011,"17,04,753",0,70.27,3.698,130,7.874
10,10/21/2011,"17,45,929",0,77.91,3.842,130,7.874
10,10/28/2011,"17,71,793",0,72.79,3.843,130,7.874
10,11-04-2011,"19,04,439",0,68.57,3.828,130,7.874
10,11-11-2011,"20,76,571",0,55.28,3.677,130,7.874
10,11/18/2011,"18,69,088",0,58.97,3.669,130,7.874
10,11/25/2011,"29,50,199",1,60.68,3.76,130,7.874
10,12-02-2011,"20,68,097",0,57.29,3.701,130,7.874
10,12-09-2011,"24,29,311",0,42.58,3.644,130,7.874
10,12/16/2011,"25,55,031",0,50.53,3.489,130,7.874
10,12/23/2011,"34,87,987",0,48.36,3.541,130,7.874
10,12/30/2011,"19,30,690",1,48.92,3.428,130,7.874
10,01-06-2012,"16,83,402",0,59.85,3.443,130,7.545
10,1/13/2012,"17,11,563",0,51,3.477,130,7.545
10,1/20/2012,"16,75,563",0,54.51,3.66,130,7.545
10,1/27/2012,"16,32,406",0,53.59,3.675,130,7.545
10,02-03-2012,"18,67,403",0,56.85,3.543,130,7.545
10,02-10-2012,"22,18,596",1,55.73,3.722,130,7.545
10,2/17/2012,"21,68,710",0,54.12,3.781,130,7.545
10,2/24/2012,"20,39,416",0,56.02,3.95,131,7.545
10,03-02-2012,"19,90,371",0,57.62,3.882,131,7.545
10,03-09-2012,"19,17,483",0,57.65,3.963,131,7.545
10,3/16/2012,"19,30,815",0,62.11,4.273,131,7.545
10,3/23/2012,"18,37,458",0,56.54,4.288,131,7.545
10,3/30/2012,"18,15,760",0,67.92,4.294,131,7.545
10,04-06-2012,"21,63,384",0,65.99,4.282,131,7.382
10,4/13/2012,"19,74,688",0,70.28,4.254,131,7.382
10,4/20/2012,"17,77,167",0,67.75,4.111,131,7.382
10,4/27/2012,"17,12,988",0,80.11,4.088,131,7.382
10,05-04-2012,"18,21,364",0,77.02,4.058,131,7.382
10,05-11-2012,"17,92,345",0,76.03,4.186,131,7.382
10,5/18/2012,"17,95,153",0,85.19,4.308,131,7.382
10,5/25/2012,"18,30,939",0,86.03,4.127,131,7.382
10,06-01-2012,"17,67,471",0,80.06,4.277,131,7.382
10,06-08-2012,"18,40,491",0,86.87,4.103,131,7.382
10,6/15/2012,"18,11,563",0,88.58,4.144,131,7.382
10,6/22/2012,"17,55,334",0,89.92,4.014,131,7.382
10,6/29/2012,"17,07,482",0,91.36,3.875,131,7.382
10,07-06-2012,"18,06,000",0,86.87,3.666,131,7.17
10,7/13/2012,"17,65,572",0,89.8,3.723,131,7.17
10,7/20/2012,"18,69,967",0,84.45,3.589,131,7.17
10,7/27/2012,"18,17,604",0,83.98,3.769,131,7.17
10,08-03-2012,"19,39,440",0,84.76,3.595,131,7.17
10,08-10-2012,"18,80,437",0,90.78,3.811,131,7.17
10,8/17/2012,"18,27,797",0,88.83,4.002,131,7.17
10,8/24/2012,"17,64,984",0,82.5,4.055,131,7.17
10,8/31/2012,"16,50,286",0,86.97,3.886,131,7.17
10,09-07-2012,"17,08,283",1,83.07,4.124,131,7.17
10,9/14/2012,"16,40,169",0,78.47,3.966,131,7.17
10,9/21/2012,"16,71,858",0,81.93,4.125,131,7.17
10,9/28/2012,"16,94,862",0,82.52,3.966,131,7.17
10,10-05-2012,"17,58,971",0,80.88,4.132,131,6.943
10,10-12-2012,"17,13,889",0,76.03,4.468,131,6.943
10,10/19/2012,"17,34,835",0,72.71,4.449,131,6.943
10,10/26/2012,"17,44,349",0,70.5,4.301,131,6.943
11,02-05-2010,"15,28,009",0,46.04,2.572,214,7.368
11,02-12-2010,"15,74,684",1,48.01,2.548,215,7.368
11,2/19/2010,"15,03,299",0,48.3,2.514,215,7.368
11,2/26/2010,"13,36,405",0,52.79,2.561,215,7.368
11,03-05-2010,"14,26,623",0,53.96,2.625,215,7.368
11,03-12-2010,"13,31,883",0,64.1,2.667,215,7.368
11,3/19/2010,"13,64,207",0,61.51,2.72,215,7.368
11,3/26/2010,"12,45,624",0,58.09,2.732,214,7.368
11,04-02-2010,"14,46,210",0,66.16,2.719,214,7.343
11,04-09-2010,"14,70,308",0,69.57,2.77,214,7.343
11,4/16/2010,"13,23,243",0,67.81,2.808,214,7.343
11,4/23/2010,"12,83,767",0,68.37,2.795,214,7.343
11,4/30/2010,"12,39,767",0,71.13,2.78,214,7.343
11,05-07-2010,"13,12,330",0,75.57,2.835,214,7.343
11,5/14/2010,"12,66,796",0,77.64,2.854,214,7.343
11,5/21/2010,"12,71,647",0,76.97,2.826,214,7.343
11,5/28/2010,"12,64,273",0,79.69,2.759,214,7.343
11,06-04-2010,"13,96,322",0,79.66,2.705,214,7.343
11,06-11-2010,"13,39,571",0,82.81,2.668,215,7.343
11,6/18/2010,"13,36,523",0,84.13,2.637,215,7.343
11,6/25/2010,"12,62,025",0,84.5,2.653,215,7.343
11,07-02-2010,"13,02,600",0,83.09,2.669,215,7.346
11,07-09-2010,"12,80,156",0,83.01,2.642,214,7.346
11,7/16/2010,"12,90,610",0,84.9,2.623,214,7.346
11,7/23/2010,"12,44,390",0,84.57,2.608,215,7.346
11,7/30/2010,"12,50,179",0,83.26,2.64,215,7.346
11,08-06-2010,"13,69,635",0,86.54,2.627,215,7.346
11,8/13/2010,"13,84,339",0,87.73,2.692,215,7.346
11,8/20/2010,"14,30,192",0,88.93,2.664,215,7.346
11,8/27/2010,"13,11,263",0,87.7,2.619,215,7.346
11,09-03-2010,"13,03,914",0,84.94,2.577,215,7.346
11,09-10-2010,"12,31,428",1,81.93,2.565,215,7.346
11,9/17/2010,"12,15,676",0,83.04,2.582,215,7.346
11,9/24/2010,"11,70,103",0,77.36,2.624,215,7.346
11,10-01-2010,"11,82,490",0,75.11,2.603,215,7.564
11,10-08-2010,"12,93,473",0,68.71,2.633,215,7.564
11,10/15/2010,"11,75,004",0,71.46,2.72,215,7.564
11,10/22/2010,"11,69,831",0,72.6,2.725,215,7.564
11,10/29/2010,"11,95,036",0,74.21,2.716,215,7.564
11,11-05-2010,"13,32,759",0,64.41,2.689,215,7.564
11,11-12-2010,"12,81,676",0,63.74,2.728,215,7.564
11,11/19/2010,"12,92,347",0,58.63,2.771,215,7.564
11,11/26/2010,"17,57,243",1,69.9,2.735,215,7.564
11,12-03-2010,"13,80,523",0,55.9,2.708,215,7.564
11,12-10-2010,"15,64,516",0,53.33,2.843,215,7.564
11,12/17/2010,"18,43,971",0,54.63,2.869,215,7.564
11,12/24/2010,"23,06,265",0,59.33,2.886,215,7.564
11,12/31/2010,"11,72,003",1,55.03,2.943,215,7.564
11,01-07-2011,"11,78,905",0,54.43,2.976,215,7.551
11,1/14/2011,"11,94,450",0,45.34,2.983,215,7.551
11,1/21/2011,"11,87,776",0,51.51,3.016,215,7.551
11,1/28/2011,"11,00,419",0,51.04,3.01,216,7.551
11,02-04-2011,"14,22,546",0,47.17,2.989,216,7.551
11,02-11-2011,"14,19,237",1,44.61,3.022,216,7.551
11,2/18/2011,"15,54,747",0,61.5,3.045,217,7.551
11,2/25/2011,"13,23,999",0,68.74,3.065,217,7.551
11,03-04-2011,"13,99,457",0,66.5,3.288,217,7.551
11,03-11-2011,"13,14,557",0,63.29,3.459,217,7.551
11,3/18/2011,"13,91,814",0,70.17,3.488,218,7.551
11,3/25/2011,"12,29,777",0,73.74,3.473,218,7.551
11,04-01-2011,"12,58,674",0,69.1,3.524,218,7.574
11,04-08-2011,"13,27,401",0,73.57,3.622,218,7.574
11,4/15/2011,"13,12,906",0,76.64,3.743,219,7.574
11,4/22/2011,"13,88,119",0,78.31,3.807,219,7.574
11,4/29/2011,"13,57,590",0,79.97,3.81,219,7.574
11,05-06-2011,"13,31,453",0,71.39,3.906,219,7.574
11,5/13/2011,"12,77,959",0,80.93,3.899,219,7.574
11,5/20/2011,"12,39,467",0,76.97,3.907,219,7.574
11,5/27/2011,"12,16,877",0,85.61,3.786,219,7.574
11,06-03-2011,"13,43,637",0,86.14,3.699,219,7.574
11,06-10-2011,"13,14,627",0,85.79,3.648,218,7.574
11,6/17/2011,"13,37,507",0,87.9,3.637,218,7.574
11,6/24/2011,"12,54,588",0,86.13,3.594,218,7.574
11,07-01-2011,"12,97,472",0,86.43,3.524,219,7.567
11,07-08-2011,"13,34,628",0,87.17,3.48,219,7.567
11,7/15/2011,"12,66,547",0,88.3,3.575,219,7.567
11,7/22/2011,"12,90,576",0,87.8,3.651,219,7.567
11,7/29/2011,"12,12,939",0,89.46,3.682,219,7.567
11,08-05-2011,"14,03,199",0,90.04,3.684,219,7.567
11,08-12-2011,"13,54,188",0,90.3,3.638,219,7.567
11,8/19/2011,"14,84,170",0,89.51,3.554,219,7.567
11,8/26/2011,"13,04,707",0,89.09,3.523,219,7.567
11,09-02-2011,"12,97,792",0,91.44,3.533,219,7.567
11,09-09-2011,"12,49,440",1,84.91,3.546,219,7.567
11,9/16/2011,"12,70,816",0,85.11,3.526,219,7.567
11,9/23/2011,"12,35,775",0,82.14,3.467,220,7.567
11,9/30/2011,"11,90,516",0,84.4,3.355,220,7.567
11,10-07-2011,"13,46,271",0,76.97,3.285,220,7.197
11,10/14/2011,"12,86,389",0,75.56,3.274,221,7.197
11,10/21/2011,"13,25,108",0,70.91,3.353,221,7.197
11,10/28/2011,"13,10,684",0,72.66,3.372,221,7.197
11,11-04-2011,"14,58,287",0,61.13,3.332,221,7.197
11,11-11-2011,"13,66,054",0,64.2,3.297,221,7.197
11,11/18/2011,"13,15,092",0,66.17,3.308,222,7.197
11,11/25/2011,"18,48,953",1,70.03,3.236,222,7.197
11,12-02-2011,"13,99,322",0,56.89,3.172,222,7.197
11,12-09-2011,"16,46,656",0,50.63,3.158,222,7.197
11,12/16/2011,"17,83,910",0,59.69,3.159,223,7.197
11,12/23/2011,"22,13,519",0,54.29,3.112,223,7.197
11,12/30/2011,"13,52,084",1,48.86,3.129,223,7.197
11,01-06-2012,"12,83,886",0,54.44,3.157,223,6.833
11,1/13/2012,"12,64,737",0,53.1,3.261,223,6.833
11,1/20/2012,"12,07,303",0,56.43,3.268,223,6.833
11,1/27/2012,"11,62,676",0,58.36,3.29,224,6.833
11,02-03-2012,"13,76,732",0,60.24,3.36,224,6.833
11,02-10-2012,"15,74,288",1,52.23,3.409,224,6.833
11,2/17/2012,"15,69,608",0,52.77,3.51,224,6.833
11,2/24/2012,"13,79,473",0,61.11,3.555,224,6.833
11,03-02-2012,"14,38,383",0,62.61,3.63,224,6.833
11,03-09-2012,"14,13,383",0,61.44,3.669,225,6.833
11,3/16/2012,"14,41,884",0,64.21,3.734,225,6.833
11,3/23/2012,"13,00,594",0,67.16,3.787,225,6.833
11,3/30/2012,"13,00,104",0,70.23,3.845,225,6.833
11,04-06-2012,"15,96,325",0,74.19,3.891,225,6.664
11,4/13/2012,"14,72,752",0,72.74,3.891,225,6.664
11,4/20/2012,"13,15,357",0,71.97,3.877,225,6.664
11,4/27/2012,"12,36,238",0,73.4,3.814,225,6.664
11,05-04-2012,"13,70,251",0,79.07,3.749,225,6.664
11,05-11-2012,"13,00,147",0,75.13,3.688,225,6.664
11,5/18/2012,"13,52,442",0,72.53,3.63,225,6.664
11,5/25/2012,"12,97,336",0,78.44,3.561,225,6.664
11,06-01-2012,"13,61,595",0,81.67,3.501,225,6.664
11,06-08-2012,"14,14,344",0,82.1,3.452,225,6.664
11,6/15/2012,"14,17,875",0,84.97,3.393,225,6.664
11,6/22/2012,"13,55,680",0,83.26,3.346,225,6.664
11,6/29/2012,"12,97,029",0,87.86,3.286,225,6.664
11,07-06-2012,"14,61,130",0,83.44,3.227,225,6.334
11,7/13/2012,"13,20,240",0,82.46,3.256,225,6.334
11,7/20/2012,"13,44,484",0,82.41,3.311,225,6.334
11,7/27/2012,"12,72,395",0,85.43,3.407,225,6.334
11,08-03-2012,"13,99,341",0,86.94,3.417,225,6.334
11,08-10-2012,"13,88,974",0,86.21,3.494,225,6.334
11,8/17/2012,"14,21,307",0,87.73,3.571,226,6.334
11,8/24/2012,"14,09,516",0,83.17,3.62,226,6.334
11,8/31/2012,"13,72,872",0,86.49,3.638,226,6.334
11,09-07-2012,"13,04,584",1,85.17,3.73,226,6.334
11,9/14/2012,"12,67,675",0,79.61,3.717,226,6.334
11,9/21/2012,"13,26,133",0,73.64,3.721,226,6.334
11,9/28/2012,"12,27,431",0,77.67,3.666,227,6.334
11,10-05-2012,"14,22,794",0,73.37,3.617,227,6.034
11,10-12-2012,"13,11,965",0,69.94,3.601,227,6.034
11,10/19/2012,"12,32,073",0,73.77,3.594,227,6.034
11,10/26/2012,"12,00,729",0,74.26,3.506,227,6.034
12,02-05-2010,"11,00,046",0,49.47,2.962,126,13.975
12,02-12-2010,"11,17,863",1,47.87,2.946,126,13.975
12,2/19/2010,"10,95,422",0,54.83,2.915,127,13.975
12,2/26/2010,"10,48,617",0,50.23,2.825,127,13.975
12,03-05-2010,"10,77,018",0,53.77,2.987,127,13.975
12,03-12-2010,"9,85,594",0,50.11,2.925,127,13.975
12,3/19/2010,"9,72,088",0,59.57,3.054,127,13.975
12,3/26/2010,"9,81,616",0,60.06,3.083,127,13.975
12,04-02-2010,"10,11,822",0,59.84,3.086,127,14.099
12,04-09-2010,"10,41,239",0,59.25,3.09,127,14.099
12,4/16/2010,"9,57,998",0,64.95,3.109,127,14.099
12,4/23/2010,"9,93,833",0,64.55,3.05,126,14.099
12,4/30/2010,"9,54,220",0,67.38,3.105,126,14.099
12,05-07-2010,"10,43,240",0,70.15,3.127,126,14.099
12,5/14/2010,"9,66,055",0,68.44,3.145,126,14.099
12,5/21/2010,"9,58,375",0,76.2,3.12,126,14.099
12,5/28/2010,"9,55,451",0,67.84,3.058,126,14.099
12,06-04-2010,"10,49,357",0,81.39,2.941,126,14.099
12,06-11-2010,"10,16,040",0,90.84,2.949,126,14.099
12,6/18/2010,"9,56,211",0,81.06,3.043,126,14.099
12,6/25/2010,"9,58,008",0,87.27,3.084,126,14.099
12,07-02-2010,"9,51,957",0,91.98,3.105,126,14.18
12,07-09-2010,"9,43,506",0,90.37,3.1,126,14.18
12,7/16/2010,"9,16,403",0,97.18,3.094,126,14.18
12,7/23/2010,"9,12,404",0,99.22,3.112,126,14.18
12,7/30/2010,"9,13,548",0,96.31,3.017,126,14.18
12,08-06-2010,"9,67,577",0,92.95,3.123,126,14.18
12,8/13/2010,"9,28,264",0,87.01,3.159,126,14.18
12,8/20/2010,"9,48,447",0,92.81,3.041,126,14.18
12,8/27/2010,"10,04,516",0,93.19,3.129,126,14.18
12,09-03-2010,"10,75,759",0,83.12,3.087,126,14.18
12,09-10-2010,"9,03,119",1,83.63,3.044,126,14.18
12,9/17/2010,"8,52,883",0,82.45,3.028,126,14.18
12,9/24/2010,"8,51,919",0,81.77,2.939,126,14.18
12,10-01-2010,"8,50,936",0,85.2,3.001,126,14.313
12,10-08-2010,"9,18,336",0,71.82,3.013,126,14.313
12,10/15/2010,"8,62,420",0,75,2.976,126,14.313
12,10/22/2010,"8,57,883",0,68.85,3.014,126,14.313
12,10/29/2010,"9,55,295",0,61.09,3.016,126,14.313
12,11-05-2010,"9,29,691",0,65.49,3.129,126,14.313
12,11-12-2010,"9,42,475",0,57.79,3.13,127,14.313
12,11/19/2010,"8,94,494",0,58.18,3.161,127,14.313
12,11/26/2010,"16,01,377",1,47.66,3.162,127,14.313
12,12-03-2010,"10,69,533",0,43.33,3.041,127,14.313
12,12-10-2010,"11,21,934",0,50.01,3.203,127,14.313
12,12/17/2010,"12,95,605",0,52.77,3.236,127,14.313
12,12/24/2010,"17,68,250",0,52.02,3.236,127,14.313
12,12/31/2010,"8,91,737",1,45.64,3.148,127,14.313
12,01-07-2011,"9,10,110",0,37.64,3.287,127,14.021
12,1/14/2011,"8,12,012",0,43.15,3.312,127,14.021
12,1/21/2011,"8,02,106",0,53.53,3.223,127,14.021
12,1/28/2011,"8,73,119",0,50.74,3.342,128,14.021
12,02-04-2011,"10,46,068",0,45.14,3.348,128,14.021
12,02-11-2011,"10,86,422",1,51.3,3.381,128,14.021
12,2/18/2011,"11,28,485",0,53.35,3.43,128,14.021
12,2/25/2011,"10,46,204",0,48.45,3.53,128,14.021
12,03-04-2011,"10,85,248",0,51.72,3.674,128,14.021
12,03-11-2011,"9,97,673",0,57.75,3.818,128,14.021
12,3/18/2011,"10,09,502",0,64.21,3.692,129,14.021
12,3/25/2011,"9,54,107",0,54.4,3.909,129,14.021
12,04-01-2011,"10,05,463",0,63.63,3.772,129,13.736
12,04-08-2011,"9,98,362",0,64.47,4.003,129,13.736
12,4/15/2011,"9,90,952",0,57.63,3.868,129,13.736
12,4/22/2011,"10,16,019",0,72.12,4.134,129,13.736
12,4/29/2011,"9,94,966",0,68.27,4.151,129,13.736
12,05-06-2011,"10,21,154",0,68.4,4.193,129,13.736
12,5/13/2011,"9,77,034",0,70.93,4.202,129,13.736
12,5/20/2011,"9,24,135",0,66.59,4.169,129,13.736
12,5/27/2011,"9,64,333",0,76.67,4.087,129,13.736
12,06-03-2011,"9,70,329",0,71.81,4.031,129,13.736
12,06-10-2011,"9,96,938",0,78.72,3.981,129,13.736
12,6/17/2011,"9,86,505",0,86.84,3.935,129,13.736
12,6/24/2011,"9,97,283",0,88.95,3.898,129,13.736
12,07-01-2011,"9,61,993",0,89.85,3.842,129,13.503
12,07-08-2011,"9,43,717",0,89.9,3.705,129,13.503
12,7/15/2011,"9,36,002",0,88.1,3.692,129,13.503
12,7/22/2011,"9,22,232",0,91.17,3.794,129,13.503
12,7/29/2011,"8,90,547",0,93.29,3.805,129,13.503
12,08-05-2011,"9,88,713",0,90.61,3.803,129,13.503
12,08-12-2011,"9,55,914",0,91.04,3.701,129,13.503
12,8/19/2011,"9,66,817",0,91.74,3.743,129,13.503
12,8/26/2011,"10,17,593",0,94.61,3.74,129,13.503
12,09-02-2011,"10,52,051",0,93.66,3.798,129,13.503
12,09-09-2011,"9,22,851",1,88,3.913,129,13.503
12,9/16/2011,"8,89,290",0,76.36,3.918,129,13.503
12,9/23/2011,"8,71,693",0,82.95,3.789,130,13.503
12,9/30/2011,"8,66,401",0,83.26,3.877,130,13.503
12,10-07-2011,"9,51,245",0,70.44,3.827,130,12.89
12,10/14/2011,"9,27,600",0,67.31,3.805,130,12.89
12,10/21/2011,"9,38,605",0,73.05,3.842,130,12.89
12,10/28/2011,"9,90,926",0,67.41,3.727,130,12.89
12,11-04-2011,"10,51,945",0,59.77,3.828,130,12.89
12,11-11-2011,"10,95,092",0,48.76,3.824,130,12.89
12,11/18/2011,"9,70,641",0,54.2,3.813,130,12.89
12,11/25/2011,"15,91,920",1,53.25,3.622,130,12.89
12,12-02-2011,"10,71,383",0,52.5,3.701,130,12.89
12,12-09-2011,"11,89,646",0,42.17,3.644,130,12.89
12,12/16/2011,"12,93,404",0,43.29,3.6,130,12.89
12,12/23/2011,"16,17,612",0,45.4,3.541,130,12.89
12,12/30/2011,"11,11,638",1,44.64,3.428,130,12.89
12,01-06-2012,"9,45,824",0,50.43,3.599,130,12.187
12,1/13/2012,"8,65,468",0,48.07,3.657,130,12.187
12,1/20/2012,"8,55,923",0,46.2,3.66,130,12.187
12,1/27/2012,"8,88,204",0,50.43,3.675,130,12.187
12,02-03-2012,"10,58,768",0,50.58,3.702,130,12.187
12,02-10-2012,"11,99,331",1,52.27,3.722,130,12.187
12,2/17/2012,"12,40,049",0,51.8,3.781,130,12.187
12,2/24/2012,"11,12,035",0,53.13,3.95,131,12.187
12,03-02-2012,"11,47,637",0,52.27,4.178,131,12.187
12,03-09-2012,"11,13,209",0,54.54,4.25,131,12.187
12,3/16/2012,"10,88,499",0,64.44,4.273,131,12.187
12,3/23/2012,"10,45,420",0,56.26,4.038,131,12.187
12,3/30/2012,"10,25,382",0,64.36,4.294,131,12.187
12,04-06-2012,"11,28,766",0,64.05,4.121,131,11.627
12,4/13/2012,"10,83,811",0,64.28,4.254,131,11.627
12,4/20/2012,"10,06,487",0,66.73,4.222,131,11.627
12,4/27/2012,"10,04,252",0,77.99,4.193,131,11.627
12,05-04-2012,"10,73,434",0,76.03,4.171,131,11.627
12,05-11-2012,"10,41,995",0,77.27,4.186,131,11.627
12,5/18/2012,"10,20,486",0,84.51,4.11,131,11.627
12,5/25/2012,"9,91,514",0,83.84,4.293,131,11.627
12,06-01-2012,"9,81,345",0,78.11,4.277,131,11.627
12,06-08-2012,"10,86,231",0,84.83,4.103,131,11.627
12,6/15/2012,"10,19,556",0,85.94,4.144,131,11.627
12,6/22/2012,"9,81,386",0,91.61,4.014,131,11.627
12,6/29/2012,"9,43,125",0,90.47,3.875,131,11.627
12,07-06-2012,"10,14,899",0,89.13,3.765,131,10.926
12,7/13/2012,"9,60,313",0,95.61,3.723,131,10.926
12,7/20/2012,"9,41,550",0,85.53,3.726,131,10.926
12,7/27/2012,"9,16,968",0,93.47,3.769,131,10.926
12,08-03-2012,"9,58,667",0,88.16,3.76,131,10.926
12,08-10-2012,"9,84,690",0,95.91,3.811,131,10.926
12,8/17/2012,"10,05,003",0,94.87,4.002,131,10.926
12,8/24/2012,"10,48,101",0,85.32,4.055,131,10.926
12,8/31/2012,"10,61,943",0,89.78,4.093,131,10.926
12,09-07-2012,"9,55,146",1,88.52,4.124,131,10.926
12,9/14/2012,"8,85,892",0,83.64,4.133,131,10.926
12,9/21/2012,"9,22,735",0,82.97,4.125,131,10.926
12,9/28/2012,"8,80,416",0,81.22,3.966,131,10.926
12,10-05-2012,"9,79,826",0,81.61,3.966,131,10.199
12,10-12-2012,"9,34,917",0,71.74,4.468,131,10.199
12,10/19/2012,"9,60,945",0,68.66,4.449,131,10.199
12,10/26/2012,"9,74,698",0,65.95,4.301,131,10.199
13,02-05-2010,"19,67,221",0,31.53,2.666,126,8.316
13,02-12-2010,"20,30,933",1,33.16,2.671,126,8.316
13,2/19/2010,"19,70,275",0,35.7,2.654,127,8.316
13,2/26/2010,"18,17,850",0,29.98,2.667,127,8.316
13,03-05-2010,"19,39,980",0,40.65,2.681,127,8.316
13,03-12-2010,"18,40,687",0,37.62,2.733,127,8.316
13,3/19/2010,"18,79,795",0,42.49,2.782,127,8.316
13,3/26/2010,"18,82,096",0,41.48,2.819,127,8.316
13,04-02-2010,"21,42,482",0,42.15,2.842,127,8.107
13,04-09-2010,"18,98,321",0,38.97,2.877,127,8.107
13,4/16/2010,"18,19,660",0,50.39,2.915,127,8.107
13,4/23/2010,"19,09,331",0,55.66,2.936,126,8.107
13,4/30/2010,"17,85,823",0,48.33,2.941,126,8.107
13,05-07-2010,"20,05,478",0,44.42,2.948,126,8.107
13,5/14/2010,"18,90,273",0,50.15,2.962,126,8.107
13,5/21/2010,"18,53,658",0,57.71,2.95,126,8.107
13,5/28/2010,"18,77,359",0,53.11,2.908,126,8.107
13,06-04-2010,"20,22,705",0,59.85,2.871,126,8.107
13,06-11-2010,"20,37,881",0,65.24,2.841,126,8.107
13,6/18/2010,"20,03,435",0,58.41,2.819,126,8.107
13,6/25/2010,"19,70,340",0,71.83,2.82,126,8.107
13,07-02-2010,"20,18,315",0,78.82,2.814,126,7.951
13,07-09-2010,"18,70,844",0,71.33,2.802,126,7.951
13,7/16/2010,"19,32,231",0,77.79,2.791,126,7.951
13,7/23/2010,"19,07,351",0,82.27,2.797,126,7.951
13,7/30/2010,"18,17,887",0,78.94,2.797,126,7.951
13,08-06-2010,"19,69,121",0,81.24,2.802,126,7.951
13,8/13/2010,"18,77,593",0,74.93,2.837,126,7.951
13,8/20/2010,"19,97,398",0,76.34,2.85,126,7.951
13,8/27/2010,"19,08,278",0,75.31,2.854,126,7.951
13,09-03-2010,"19,11,853",0,65.71,2.868,126,7.951
13,09-10-2010,"17,72,144",1,65.74,2.87,126,7.951
13,9/17/2010,"17,90,280",0,66.84,2.875,126,7.951
13,9/24/2010,"17,05,655",0,68.22,2.872,126,7.951
13,10-01-2010,"17,65,584",0,68.74,2.853,126,7.795
13,10-08-2010,"18,71,924",0,63.03,2.841,126,7.795
13,10/15/2010,"18,51,431",0,54.12,2.845,126,7.795
13,10/22/2010,"17,96,950",0,56.89,2.849,126,7.795
13,10/29/2010,"18,87,895",0,45.12,2.841,126,7.795
13,11-05-2010,"18,54,968",0,49.96,2.831,126,7.795
13,11-12-2010,"19,39,965",0,42.55,2.831,127,7.795
13,11/19/2010,"19,25,394",0,42,2.842,127,7.795
13,11/26/2010,"27,66,400",1,28.22,2.83,127,7.795
13,12-03-2010,"20,83,380",0,25.8,2.812,127,7.795
13,12-10-2010,"24,61,468",0,36.78,2.817,127,7.795
13,12/17/2010,"27,71,647",0,35.21,2.842,127,7.795
13,12/24/2010,"35,95,903",0,34.9,2.846,127,7.795
13,12/31/2010,"16,75,292",1,26.79,2.868,127,7.795
13,01-07-2011,"17,44,544",0,16.94,2.891,127,7.47
13,1/14/2011,"16,82,316",0,20.6,2.903,127,7.47
13,1/21/2011,"17,70,177",0,34.8,2.934,127,7.47
13,1/28/2011,"16,33,663",0,31.64,2.96,128,7.47
13,02-04-2011,"18,48,187",0,23.35,2.974,128,7.47
13,02-11-2011,"19,44,439",1,30.83,3.034,128,7.47
13,2/18/2011,"20,03,481",0,40.85,3.062,128,7.47
13,2/25/2011,"18,31,934",0,33.17,3.12,128,7.47
13,03-04-2011,"18,94,961",0,34.23,3.23,128,7.47
13,03-11-2011,"18,52,433",0,41.28,3.346,128,7.47
13,3/18/2011,"18,52,444",0,44.69,3.407,129,7.47
13,3/25/2011,"18,07,545",0,42.38,3.435,129,7.47
13,04-01-2011,"18,64,239",0,42.49,3.487,129,7.193
13,04-08-2011,"18,87,465",0,42.75,3.547,129,7.193
13,4/15/2011,"19,50,994",0,41.72,3.616,129,7.193
13,4/22/2011,"21,24,316",0,47.55,3.655,129,7.193
13,4/29/2011,"18,95,583",0,43.85,3.683,129,7.193
13,05-06-2011,"19,86,380",0,47.75,3.744,129,7.193
13,5/13/2011,"19,58,824",0,52.4,3.77,129,7.193
13,5/20/2011,"18,60,924",0,52.12,3.802,129,7.193
13,5/27/2011,"18,66,370",0,54.62,3.778,129,7.193
13,06-03-2011,"19,35,594",0,52.76,3.752,129,7.193
13,06-10-2011,"19,97,817",0,61.39,3.732,129,7.193
13,6/17/2011,"20,86,433",0,63.35,3.704,129,7.193
13,6/24/2011,"20,09,163",0,66.38,3.668,129,7.193
13,07-01-2011,"20,48,036",0,74.29,3.613,129,6.877
13,07-08-2011,"20,21,699",0,77.3,3.563,129,6.877
13,7/15/2011,"19,56,813",0,75.59,3.553,129,6.877
13,7/22/2011,"19,87,089",0,78.5,3.563,129,6.877
13,7/29/2011,"18,80,786",0,77.62,3.574,129,6.877
13,08-05-2011,"20,76,232",0,75.56,3.595,129,6.877
13,08-12-2011,"19,70,341",0,75.95,3.606,129,6.877
13,8/19/2011,"20,90,341",0,76.68,3.578,129,6.877
13,8/26/2011,"20,35,245",0,81.53,3.57,129,6.877
13,09-02-2011,"19,53,629",0,77,3.58,129,6.877
